Source sentence,Answer sentence,Event1,Event2,labels
" causal </s></s> unrelated </s></s> But in the past three months , stocks have plunged , interest rates have soared and the downturn all across Asia means that people are not spending here . ",downturn is the cause of spending ,downturn ,spending ,Cause-Effect
" causal </s></s> unrelated </s></s> I think that the mood is fairly gloomy , and I think it 's not going to change for a couple of years . So for Hong Kong , it 's time , as investment bankers like to say , to reposition . ",change is the cause of reposition ,change ,reposition ,Cause-Effect
" causal </s></s> unrelated </s></s> So when Wong Kwan spent seventy million dollars for this house , he thought it was a great deal . But in the past three months , stocks have plunged , interest rates have soared and the downturn all across Asia means that people are not spending here . ",thought has no relation to soared ,thought ,soared ,NONE
" causal </s></s> unrelated </s></s> More problems in Hong Kong for a place , for an economy , that many experts thought was once invincible . But in the past three months , stocks have plunged , interest rates have soared and the downturn all across Asia means that people are not spending here . ",thought has no relation to downturn ,thought ,downturn ,NONE
" causal </s></s> unrelated </s></s> To either hold on tight or get out , as much of Asia goes into recession . ",hold has no relation to get ,hold ,get ,NONE
" causal </s></s> unrelated </s></s> If Israel is asked to uh stretch itself on matters that are vital to its security concerns , then we must see an equal effort on the other side . Mr. Gore called on Israel to continue taking risks for peace . ",asked has no relation to taking ,asked ,taking ,NONE
" causal </s></s> unrelated </s></s> At one point , when it became clear controllers could not contact the plane , someone said a prayer . It - It just blew up in the air , and then we saw two fireballs go down to the , to the water , and there was a big small , ah , smoke , from ah , coming up from that . ",said has no relation to saw ,said ,saw ,NONE
 causal </s></s> unrelated </s></s> Crossland Savings Bank 's stock plummeted after management recommended a suspension of dividend payments on both its common and preferred stock because Crossland may not meet the new government capital criteria effective Dec . 7 . ,meet is the cause of recommended ,meet ,recommended ,Cause-Effect
" causal </s></s> unrelated </s></s> A spokesman said the savings bank may not qualify for the capital requirements because , under the proposed guidelines , its $ 380 million of preferred stock does n't meet the "" core capital "" criteria outlined under the new Financial Institutions Reform , Recovery and Enforcement Act of 1989 . ",meet is the cause of qualify ,meet ,qualify ,Cause-Effect
" causal </s></s> unrelated </s></s> The spokesman said that the proposed guidelines caused Crossland to revise its business objectives and , consequently , to write down the asset value of some previous acquisitions . ",guidelines is the cause of revise ,guidelines ,revise ,Cause-Effect
" causal </s></s> unrelated </s></s> The spokesman said that the proposed guidelines caused Crossland to revise its business objectives and , consequently , to write down the asset value of some previous acquisitions . ",revise is the cause of write ,revise ,write ,Cause-Effect
 causal </s></s> unrelated </s></s> Crossland Savings Bank 's stock plummeted after management recommended a suspension of dividend payments on both its common and preferred stock because Crossland may not meet the new government capital criteria effective Dec . 7 . He added that final guidelines to be published in early November will determine whether the bank is in compliance . ,recommended has no relation to published ,recommended ,published ,NONE
" causal </s></s> unrelated </s></s> Crossland Savings Bank 's stock plummeted after management recommended a suspension of dividend payments on both its common and preferred stock because Crossland may not meet the new government capital criteria effective Dec . 7 . A spokesman said the savings bank may not qualify for the capital requirements because , under the proposed guidelines , its $ 380 million of preferred stock does n't meet the "" core capital "" criteria outlined under the new Financial Institutions Reform , Recovery and Enforcement Act of 1989 . ",plummeted has no relation to meet ,plummeted ,meet ,NONE
" causal </s></s> unrelated </s></s> It also placed on CreditWatch for possible downgrade other securities , including the double-B-minus / B rating of Crossland 's certificates of deposit and the single-B rating of its senior subordinated capital notes . The spokesman said that the proposed guidelines caused Crossland to revise its business objectives and , consequently , to write down the asset value of some previous acquisitions . ",placed has no relation to caused ,placed ,caused ,NONE
" causal </s></s> unrelated </s></s> The spokesman said that the proposed guidelines caused Crossland to revise its business objectives and , consequently , to write down the asset value of some previous acquisitions . He added that final guidelines to be published in early November will determine whether the bank is in compliance . ",revise has no relation to added ,revise ,added ,NONE
 causal </s></s> unrelated </s></s> UNOS spokeswoman Donna Henry Wright says the new policy would not necessarily be more fair or effective because allowances are already made for the most needy patients . ,made is the cause of fair ,made ,fair ,Cause-Effect
 causal </s></s> unrelated </s></s> UNOS spokeswoman Donna Henry Wright says the new policy would not necessarily be more fair or effective because allowances are already made for the most needy patients . ,made is the cause of effective ,made ,effective ,Cause-Effect
 causal </s></s> unrelated </s></s> um So it 's a - it 's a fallacy that they 're doing this because um the sickest patients are n't being served . ,served is the cause of doing ,served ,doing ,Cause-Effect
" causal </s></s> unrelated </s></s> But the number of patients waiting then begins to increase , um and , in fact , um over the years many more patients who are about to die of liver tra - uh without a liver transplant would accumulate . ",begins has no relation to increase ,begins ,increase ,NONE
" causal </s></s> unrelated </s></s> Secretary Shalala says UNOS five months ago , or gave them five months to develop a new plan to distribute livers which are in the shortest supply . Nationwide , there are about ten thousand patients waiting for liver transplants each year and only four thousand organs become available for transplants . ",distribute has no relation to transplants ,distribute ,transplants ,NONE
" causal </s></s> unrelated </s></s> If you do the uh alternative extreme , you do n't save as many lives in the early years , by a small fraction . ",save has no relation to do ,save ,do ,NONE
" causal </s></s> unrelated </s></s> It will have 11.8 million shares outstanding after the offering , with Healthdyne owning about 65 % of the total . The in-home health care services provider said it will sell 1.8 million of the new shares , while Home Nutritional Services will sell the remaining 2.2 million . ",have has no relation to sell ,have ,sell ,NONE
